record_type	record_id	stage	metric	value	unit	source_path	source_sha256	authority_version	dataset_id	species	tissue	tissue_status	label_column	cells	labeled_cells	unknown_cells	unknown_fraction	readable	panel	candidate_label_count	labels_ge_100_cells	candidate_cells	panel_status	accepted	reason	workflow_order	description
panel_decision	Arabidopsis thaliana_PRJNA730707:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA730707	Arabidopsis thaliana									leaf	1	0	55	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA730707:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA730707	Arabidopsis thaliana									vascular	1	1	119	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA742744:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA742744	Arabidopsis thaliana									root	6	6	3252	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA742744:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA742744	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA742744:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA742744	Arabidopsis thaliana									vascular	2	1	658	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA745175:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA745175	Arabidopsis thaliana									root	6	6	4746	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA745175:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA745175	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA745175:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA745175	Arabidopsis thaliana									vascular	1	1	535	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA750934:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA750934	Arabidopsis thaliana									root	6	6	6084	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA750934:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA750934	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA750934:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA750934	Arabidopsis thaliana									vascular	2	2	1753	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA754157:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA754157	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA754157:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA754157	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA754157:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA754157	Arabidopsis thaliana									vascular	1	1	1287	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA764868:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA764868	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA764868:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA764868	Arabidopsis thaliana									leaf	4	4	18651	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA764868:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA764868	Arabidopsis thaliana									vascular	3	2	3421	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA796288:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA796288	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA796288:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA796288	Arabidopsis thaliana									leaf	1	1	6254	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA796288:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA796288	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA814870:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA814870	Arabidopsis thaliana									root	5	5	28834	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA814870:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA814870	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA814870:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA814870	Arabidopsis thaliana									vascular	4	4	21487	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA835893:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA835893	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA835893:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA835893	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA835893:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA835893	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA857332:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA857332	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA857332:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA857332	Arabidopsis thaliana									leaf	2	2	5200	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA857332:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA857332	Arabidopsis thaliana									vascular	1	1	317	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA881949:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA881949	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA881949:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA881949	Arabidopsis thaliana									leaf	2	2	10342	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA881949:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA881949	Arabidopsis thaliana									vascular	2	2	571	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA941845:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA941845	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA941845:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA941845	Arabidopsis thaliana									leaf	3	3	22641	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA941845:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA941845	Arabidopsis thaliana									vascular	1	1	3618	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA945828:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA945828	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA945828:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA945828	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA945828:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA945828	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA995336:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA995336	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA995336:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA995336	Arabidopsis thaliana									leaf	4	4	12454	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA995336:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA995336	Arabidopsis thaliana									vascular	1	1	362	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Bombax ceiba_PRJNA850395:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Bombax ceiba_PRJNA850395	Bombax ceiba									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Bombax ceiba_PRJNA850395:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Bombax ceiba_PRJNA850395	Bombax ceiba									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Bombax ceiba_PRJNA850395:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Bombax ceiba_PRJNA850395	Bombax ceiba									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Brassica rapa_PRJCA009630:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Brassica rapa_PRJCA009630	Brassica rapa									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Brassica rapa_PRJCA009630:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Brassica rapa_PRJCA009630	Brassica rapa									leaf	4	4	12689	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Brassica rapa_PRJCA009630:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Brassica rapa_PRJCA009630	Brassica rapa									vascular	2	1	240	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Catharanthus roseus_PRJNA759937:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA759937	Catharanthus roseus									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Catharanthus roseus_PRJNA759937:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA759937	Catharanthus roseus									leaf	4	4	24971	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Catharanthus roseus_PRJNA759937:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA759937	Catharanthus roseus									vascular	1	1	1648	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Catharanthus roseus_PRJNA847226_Leaf:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA847226_Leaf	Catharanthus roseus									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Catharanthus roseus_PRJNA847226_Leaf:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA847226_Leaf	Catharanthus roseus									leaf	4	3	8449	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Catharanthus roseus_PRJNA847226_Leaf:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA847226_Leaf	Catharanthus roseus									vascular	2	2	1529	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Catharanthus roseus_PRJNA847226_Root:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA847226_Root	Catharanthus roseus									root	2	2	845	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Catharanthus roseus_PRJNA847226_Root:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA847226_Root	Catharanthus roseus									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Catharanthus roseus_PRJNA847226_Root:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Catharanthus roseus_PRJNA847226_Root	Catharanthus roseus									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Cynodon dactylon_PRJNA918429:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Cynodon dactylon_PRJNA918429	Cynodon dactylon									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Cynodon dactylon_PRJNA918429:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Cynodon dactylon_PRJNA918429	Cynodon dactylon									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Cynodon dactylon_PRJNA918429:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Cynodon dactylon_PRJNA918429	Cynodon dactylon									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Fragaria vesca_PRJCA006322:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Fragaria vesca_PRJCA006322	Fragaria vesca									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Fragaria vesca_PRJCA006322:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Fragaria vesca_PRJCA006322	Fragaria vesca									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Fragaria vesca_PRJCA006322:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Fragaria vesca_PRJCA006322	Fragaria vesca									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_Flower:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_Flower	Glycine max									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_Flower:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_Flower	Glycine max									leaf	1	1	162	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_Flower:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_Flower	Glycine max									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedCotyledon:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedCotyledon	Glycine max									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedCotyledon:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedCotyledon	Glycine max									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedCotyledon:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedCotyledon	Glycine max									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedHeart:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedHeart	Glycine max									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedHeart:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedHeart	Glycine max									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedHeart:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedHeart	Glycine max									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedMidMaturation:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedMidMaturation	Glycine max									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedMidMaturation:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedMidMaturation	Glycine max									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_SeedMidMaturation:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_SeedMidMaturation	Glycine max									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_Shoot:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_Shoot	Glycine max									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_Shoot:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_Shoot	Glycine max									leaf	2	2	1023	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Glycine max_GSE234864_Shoot:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_Shoot	Glycine max									vascular	2	2	1219	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Glycine max_GSE234864_TrifoliateLeaf:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_TrifoliateLeaf	Glycine max									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Glycine max_GSE234864_TrifoliateLeaf:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Glycine max_GSE234864_TrifoliateLeaf	Glycine max									leaf	5	5	9723	candidate_include	True	passes_provisional_panel_gates		
