dataset_id	h5ad_path	readable	file_bytes	n_cells	n_genes	observed_species	proposed_species	species_status	accession	observed_tissue	proposed_tissue	tissue_status	unknown_cells	unknown_fraction	expression_class	storage_kind	expression_dtype	source_expression_path	source_annotation_path	source_expression_sha256	source_annotation_sha256	schema_version
Oryza sativa_PRJNA767589_Inflorescence	Oryza sativa_PRJNA767589_Inflorescence.h5ad	True	725524442	32265	5564	Oryza sativa	Oryza sativa	recorded	PRJNA767589	Inflorescence	inflorescence	recorded	32265	1.0	scaled_continuous	dense	float32	Oryza sativa_PRJNA767589_Inflorescence.csv	Oryza sativa_PRJNA767589_Inflorescence.anno.csv	a7379dc8674ac76d149ec678d438e0672365f279efc6f4827f92592e6a10782b	ce526043c364c40046764dc4d40adea9e46e83954f33d2a77341ce45fbf36728	1.0.0
Oryza sativa_PRJNA767589_Spikelet	Oryza sativa_PRJNA767589_Spikelet.h5ad	True	140818700	6182	5564	Oryza sativa	Oryza sativa	recorded	PRJNA767589	not explicitly recorded	spikelet	candidate_from_dataset_id	0	0.0	scaled_continuous	dense	float32	Oryza sativa_PRJNA767589_Spikelet.csv	Oryza sativa_PRJNA767589_Spikelet.anno.csv	4d30636607605175f82e586cd5a96ba90272974ce06e603d2120b6e4ff0f1f05	c628da4e18e92459eb51777933b9ca16de348f9a27b09a60521b91bd4aa2635d	1.0.0
Phyllostachys edulis_PRJNA953008	Phyllostachys edulis_PRJNA953008.h5ad	True	180832955	15304	35027	Phyllostachys edulis	Phyllostachys edulis	recorded	PRJNA953008	not explicitly recorded		missing	2713	0.1772739153162572	nonnegative_integer_unverified	csr	int64	Phyllostachys edulis_PRJNA953008.csv	Phyllostachys edulis_PRJNA953008.anno.csv	e9fce1061059712375a18b755005c462e2790ff19598f115e68260eab2002738	183811ffbbe2ae67922a9b2399913b9a5a8a8339ec843e6e6886f6f2e7497f3f	1.0.0
Pisum sativum_PRJNA983513	Pisum sativum_PRJNA983513.h5ad	True	300341307	22268	21854	Pisum sativum	Pisum sativum	recorded	PRJNA983513	not explicitly recorded		missing	651	0.029234776360696966	nonnegative_integer_unverified	csr	int64	Pisum sativum_PRJNA983513.csv	Pisum sativum_PRJNA983513.anno.csv	890f3343fac4ddbfe39fd83251cbbe5ee38c25cd9766e3b0f188e90acb14c61f	4fd8007e44b6c75d7532077a61ab2e651bd56d048f6704616e962f2c2c98d229	1.0.0
Populus alba x Populus glandulosa_PRJNA703312	Populus alba x Populus glandulosa_PRJNA703312.h5ad	True	728362381	9825	45469	Populus alba x Populus glandulosa	Populus alba x Populus glandulosa	recorded	PRJNA703312	not explicitly recorded		missing	3199	0.32559796437659033	scaled_continuous	dense	float32	Populus alba x Populus glandulosa_PRJNA703312.csv	Populus alba x Populus glandulosa_PRJNA703312.anno.csv	91b748c6315712b4a08670cb20cdb7727732f078072170752e290abc882534cf	a3441fd07fa1dbd2be60f70345a40cf87ff3f2f000a060045847a31a77b8afe7	1.0.0
Populus alba x Populus tremula_PRJNA787915	Populus alba x Populus tremula_PRJNA787915.h5ad	True	195611230	19950	28686	Populus alba x Populus tremula	Populus alba x Populus tremula	recorded	PRJNA787915	not explicitly recorded		missing	7586	0.38025062656641606	nonnegative_integer_unverified	csr	int64	Populus alba x Populus tremula_PRJNA787915.csv	Populus alba x Populus tremula_PRJNA787915.anno.csv	234cfd826c12a3ad0ddc2d16a0b2b11c891f8b405c58dc46a0efb7cd630d08da	f05946d1b0d90ea001755452e9b63e96cc6b8c702610c998b35509e3d8d67ba4	1.0.0
Populus alba_PRJCA005543	Populus alba_PRJCA005543.h5ad	True	133892636	7059	28525	Populus alba	Populus alba	recorded	PRJCA005543	not explicitly recorded		missing	1578	0.22354441138971526	nonnegative_integer_unverified	csr	int64	Populus alba_PRJCA005543.csv	Populus alba_PRJCA005543.anno.csv	f5c5c13d368279fea758e3b2ba9396b9a782a9e27585f543111431b68ac056b1	9575db9013f215ab37014dd0de7522ec2d6cab85afb16e87a32f2862ca696885	1.0.0
Populus euramericana_PRJCA015012_Primary	Populus euramericana_PRJCA015012_Primary.h5ad	True	425748203	8840	27680	Populus euramericana	Populus euramericana	recorded	PRJCA015012	not explicitly recorded		missing	3422	0.38710407239819006	scaled_continuous	dense	float32	Populus euramericana_PRJCA015012_Primary.csv	Populus euramericana_PRJCA015012_Primary.anno.csv	ba11e06e453c2dc093c3bbfdab16020b10cbf5040c79b9440bbf6ddb03e2b8ef	db6ebbe314fcff47a9917af1fc152ffd916c5ffa6c4ffc1d86a9ba8718710824	1.0.0
Populus euramericana_PRJCA015012_Secondary	Populus euramericana_PRJCA015012_Secondary.h5ad	True	732667673	13593	28948	Populus euramericana	Populus euramericana	recorded	PRJCA015012	not explicitly recorded		missing	1291	0.09497535496211285	scaled_continuous	dense	float32	Populus euramericana_PRJCA015012_Secondary.csv	Populus euramericana_PRJCA015012_Secondary.anno.csv	a62de25514babc032ee9810f8a80eb4b1e63d90ec1aea9b5c43da736ef5937a8	c1ed95cdc8b101a4d17cb166aa81ce2409e265fcb5e5448bb6fdac80a89c7d1f	1.0.0
Populus trichocarpa_PRJCA014789	Populus trichocarpa_PRJCA014789.h5ad	True	160682634	12615	29824	Populus trichocarpa	Populus trichocarpa	recorded	PRJCA014789	not explicitly recorded		missing	4470	0.35434007134363854	nonnegative_integer_unverified	csr	int64	Populus trichocarpa_PRJCA014789.csv	Populus trichocarpa_PRJCA014789.anno.csv	23035f262d0d6c405a463e31ae408bab0d070579eaa88d98387dc2bad2412f1e	8da0880d0412060ea2efecbed5116b3275c1541df041c6663ca2a44ae7321583	1.0.0
Populus trichocarpa_PRJNA746591	Populus trichocarpa_PRJNA746591.h5ad	True	209757416	24265	28134	Populus trichocarpa	Populus trichocarpa	recorded	PRJNA746591	not explicitly recorded		missing	6454	0.2659798063053781	nonnegative_integer_unverified	csr	int64	Populus trichocarpa_PRJNA746591.csv	Populus trichocarpa_PRJNA746591.anno.csv	daf42879896f2abf89b5fbad668ea18ca67bfd71f7cdbf569c39eba151c9913d	25dde13d2af76b4a756907faa52b2103c6dff917d5bda634878518a60fca02c2	1.0.0
Solanum lycopersicum_PRJNA667489	Solanum lycopersicum_PRJNA667489.h5ad	True	124454308	2998	20410	Solanum lycopersicum	Solanum lycopersicum	recorded	PRJNA667489	not explicitly recorded		missing	2244	0.7484989993328885	scaled_continuous	dense	float32	Solanum lycopersicum_PRJNA667489.csv	Solanum lycopersicum_PRJNA667489.anno.csv	5dbac19fbb671e1a0a50dcebbcb858c21fb6929b1799fcc03c8ba011d11aa2e3	09f028a390af476764334a2dfda05a37110fd8dca3c13883c3d916ae73bf80f6	1.0.0
Solanum lycopersicum_PRJNA833659	Solanum lycopersicum_PRJNA833659.h5ad	True	312744693	68341	24160	Solanum lycopersicum	Solanum lycopersicum	recorded	PRJNA833659	not explicitly recorded		missing	10366	0.15168054315857246	nonnegative_integer_unverified	csr	int64	Solanum lycopersicum_PRJNA833659.csv	Solanum lycopersicum_PRJNA833659.anno.csv	b8ad5ccca555289edfc0771cc9740fcc1665447f8157d04862f2d37e248bbfcf	59e51d63ed25754d7170ff0f20c2c5ba3922f05417b71f117b7cbf65649bf454	1.0.0
Sorghum bicolor_PRJNA935359	Sorghum bicolor_PRJNA935359.h5ad	True	145946493	10580	22139	Sorghum bicolor	Sorghum bicolor	recorded	PRJNA935359	not explicitly recorded		missing	1781	0.16833648393194706	nonnegative_integer_unverified	csr	int64	Sorghum bicolor_PRJNA935359.csv	Sorghum bicolor_PRJNA935359.anno.csv	662c18cb87bbda123879ec940d6786c43edb83bf0be0d384af01c86de3fe5582	b06c935767e004a132633e3c7b226706de88d48606058b54de37974f365a233e	1.0.0
Triticum aestivum_PRJCA012935	Triticum aestivum_PRJCA012935.h5ad	True	858396206	7154	70387	Triticum aestivum	Triticum aestivum	recorded	PRJCA012935	not explicitly recorded		missing	2310	0.32289628180039137	scaled_continuous	dense	float32	Triticum aestivum_PRJCA012935.csv	Triticum aestivum_PRJCA012935.anno.csv	83f5617c13aa83cd4be164d12046174b2c585f218a0d998ad56c2931032fe8f6	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8	1.0.0
Wolffia australiana_PRJNA809022	Wolffia australiana_PRJNA809022.h5ad	True	219821002	34058	16855	Wolffia australiana	Wolffia australiana	recorded	PRJNA809022	not explicitly recorded		missing	8921	0.26193552175700274	nonnegative_integer_unverified	csr	int64	Wolffia australiana_PRJNA809022.csv	Wolffia australiana_PRJNA809022.anno.csv	23ad6e9513544721682b0f0591d8e5a7f50301651fd6cd2663674599b5471ab6	d6c1d6e19433ad7e6cf960fb4ab617b813c1a9361eb207c256020ccc00e3d2eb	1.0.0
Zea mays_PRJCA020760	Zea mays_PRJCA020760.h5ad	True	25075163	7396	2000	Zea mays	Zea mays	recorded	PRJCA020760	not explicitly recorded		missing	6683	0.9035965386695511	scaled_continuous	dense	float32	Zea mays_PRJCA020760.csv	Zea mays_PRJCA020760.anno.csv	719f13f5875cdb828c57d0c6fbee02ab5ebc9b630d1eb6d6c3ff6d2e52dea208	3db7b8e7c161c9057a2f53a8c7d002a8bc39780c90dfb1977add7648d48f1b63	1.0.0
Zea mays_PRJNA454730	Zea mays_PRJNA454730.h5ad	True	378331452	10794	27253	Zea mays	Zea mays	recorded	PRJNA454730	not explicitly recorded		missing	331	0.030665184361682415	nonnegative_integer_unverified	csr	int64	Zea mays_PRJNA454730.csv	Zea mays_PRJNA454730.anno.csv	f658d433ebe63c4b4697461d1d553416b21e166b4ff465924955d484fba2e208	29615509279024c322460e95444d08d889f6cffec0f6a243a36db94cd13b3b3e	1.0.0
Zea mays_PRJNA576240	Zea mays_PRJNA576240.h5ad	True	35393391	7272	2000	Zea mays	Zea mays	recorded	PRJNA576240	not explicitly recorded		missing	53	0.007288228822882288	scaled_continuous	dense	float32	Zea mays_PRJNA576240.csv	Zea mays_PRJNA576240.anno.csv	7d4fc89469bbecd09022a52f43282b50c0457fd79d4017f0573720ea8ea36edb	d3234fdf45e1cc7ad29638f10fe6c7ab092987191d7b2e1121c9b34ebd373d02	1.0.0
Zea mays_PRJNA646989_PRJNA646996_PRJNA647001	Zea mays_PRJNA646989_PRJNA646996_PRJNA647001.h5ad	True	146329113	18538	26165	Zea mays	Zea mays	recorded	PRJNA646989	not explicitly recorded		missing	0	0.0	nonnegative_integer_unverified	csr	int64	Zea mays_PRJNA646989_PRJNA646996_PRJNA647001.csv	Zea mays_PRJNA646989_PRJNA646996_PRJNA647001.anno.csv	d21b53376db90e5cca2d4d11ed20024e6d058e505a269091a69b39f68c88ab5a	e2c0946ea5b607118be6f4e8e2a32d2095d36434c70f1be625c198c16cfb77a0	1.0.0
Zea mays_PRJNA662627	Zea mays_PRJNA662627.h5ad	True	214237793	13337	3904	Zea mays	Zea mays	recorded	PRJNA662627	not explicitly recorded		missing	0	0.0	scaled_continuous	dense	float32	Zea mays_PRJNA662627.csv	Zea mays_PRJNA662627.anno.csv	33bcccb6a4bdc64f8e53c35c879b277eb066278e2a14d1203084fd65b5806ea1	5b1877dcb88cb8bed0787b2247d032c2d95e683c1aee81246ea029e9883caec1	1.0.0
Zea mays_PRJNA740934	Zea mays_PRJNA740934.h5ad	True	527318735	33388	3853	Zea mays	Zea mays	recorded	PRJNA740934	not explicitly recorded		missing	0	0.0	scaled_continuous	dense	float32	Zea mays_PRJNA740934.csv	Zea mays_PRJNA740934.anno.csv	6ccd886a3b6439c5cb96418dc82314487674d4d9c557ce20963edf6667c29c43	dfe8b69f005c51d1e93152697262e11577fa5e7e043bd943fc017dba43bb3998	1.0.0
Zea mays_PRJNA759548	Zea mays_PRJNA759548.h5ad	True	101810212	6633	3720	Zea mays	Zea mays	recorded	PRJNA759548	not explicitly recorded		missing	0	0.0	scaled_continuous	dense	float32	Zea mays_PRJNA759548.csv	Zea mays_PRJNA759548.anno.csv	acc5f6599eb45d4e8f1999c6ece803e61d9728b4101ee82d3dab6ef708d9a892	b7001cd45ce670b421a0b4c71ef1bf93778ecf5a2594cdb64d925b703b7a8aa8	1.0.0
Zea mays_PRJNA865791	Zea mays_PRJNA865791.h5ad	True	906026776	40916	5450	Zea mays	Zea mays	recorded	PRJNA865791	not explicitly recorded		missing	23324	0.5700459477954835	scaled_continuous	dense	float32	Zea mays_PRJNA865791.csv	Zea mays_PRJNA865791.anno.csv	e2b63adcb02ef0a6135c3247487ccf6dcb5fd935872012b68d183863272d9823	616a6bb30f98fe4025d50d813987da9cdd406b7b8c940cd45f33fcd29424bc39	1.0.0
Zea mays_PRJNA924780	Zea mays_PRJNA924780.h5ad	True	649829358	41358	31105	Zea mays	Zea mays	recorded	PRJNA924780	not explicitly recorded		missing	16125	0.38988829247062234	nonnegative_integer_unverified	csr	int64	Zea mays_PRJNA924780.csv	Zea mays_PRJNA924780.anno.csv	04321c584e82944fcfa566104b09afbad1b29d71c206dbd2a7cf5a7a276858c5	2cfc1a64fabb43be9c644333eb5904b6ad52aacb57c80728f2b481524cd35dfc	1.0.0
Zea mays_PRJNA935359	Zea mays_PRJNA935359.h5ad	True	78393413	4103	27042	Zea mays	Zea mays	recorded	PRJNA935359	not explicitly recorded		missing	0	0.0	nonnegative_integer_unverified	csr	int64	Zea mays_PRJNA935359.csv	Zea mays_PRJNA935359.anno.csv	569f74c11c0752c391f3ce1d2d5ae8d1f51a0b348314fa07cc1ff2743684fd7d	0053c57a2fae1066ff243bcc8970c1b6cac7bdbf7f7c7a7f179e77ca83cf56f0	1.0.0
