record_id	dataset_id	accession	species	tissue	panel	source_label_field	source_label	ontology_id	governed_level	governed_label	parent_label	mapping_status	mapping_reason	cells_n	source_authority	source_path	source_hash	coverage_scope	gap_flags
Glycine max_GSE234864_SeedHeart|Unknown|	Glycine max_GSE234864_SeedHeart	not explicitly recorded	Glycine max	seed		cell_type_original	Unknown					unknown	excluded_unknown	4902	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedHeart.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	78ec983d47cfcaef322c8ff6e3547bae285a1e3ab92cd38197e372443662ba77;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Glycine max_GSE234864_SeedMidMaturation|Endosperm|	Glycine max_GSE234864_SeedMidMaturation	not explicitly recorded	Glycine max	seed		cell_type_original	Endosperm	PO:0009089				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	129	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedMidMaturation.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_SeedMidMaturation|Plant embryo|	Glycine max_GSE234864_SeedMidMaturation	not explicitly recorded	Glycine max	seed		cell_type_original	Plant embryo	PO:0009009				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	2510	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedMidMaturation.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_SeedMidMaturation|Proliferating cell|	Glycine max_GSE234864_SeedMidMaturation	not explicitly recorded	Glycine max	seed		cell_type_original	Proliferating cell					unmapped	pending_manual_curation; exact_synonym	473	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedMidMaturation.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_SeedMidMaturation|Seed coat|	Glycine max_GSE234864_SeedMidMaturation	not explicitly recorded	Glycine max	seed		cell_type_original	Seed coat	PO:0009088				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	240	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedMidMaturation.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_SeedMidMaturation|Seed coat epidermis|	Glycine max_GSE234864_SeedMidMaturation	not explicitly recorded	Glycine max	seed		cell_type_original	Seed coat epidermis	PO:0006048				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	4178	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedMidMaturation.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_SeedMidMaturation|Unknown|	Glycine max_GSE234864_SeedMidMaturation	not explicitly recorded	Glycine max	seed		cell_type_original	Unknown					unknown	excluded_unknown	13050	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_SeedMidMaturation.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Glycine max_GSE234864_Shoot|Companion cell|vascular	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot	vascular	cell_type_original	Companion cell	PO:0000071	pilot_major_cell_family	phloem_lineage	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	227	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_Shoot|Guard cell|leaf	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot	leaf	cell_type_original	Guard cell	PO:0000293	pilot_major_cell_family	epidermal_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	383	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_Shoot|Mesophyll cell|leaf	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot	leaf	cell_type_original	Mesophyll cell	PO:0004006	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	640	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_Shoot|Proliferating cell|	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot		cell_type_original	Proliferating cell					unmapped	pending_manual_curation; exact_synonym	1162	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_Shoot|Shoot apical meristem|	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot		cell_type_original	Shoot apical meristem	PO:0020148				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	144	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_Shoot|Shoot apical meristem epidermis layer|	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot		cell_type_original	Shoot apical meristem epidermis layer					unmapped	pending_manual_curation; exact_synonym	1308	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_Shoot|Shoot parenchyma|	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot		cell_type_original	Shoot parenchyma					unmapped	pending_manual_curation; exact_synonym	464	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_Shoot|Shoot system cortex|	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot		cell_type_original	Shoot system cortex					unmapped	pending_manual_curation; exact_synonym	525	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_Shoot|Shoot system vascular system|vascular	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot	vascular	cell_type_original	Shoot system vascular system	PO:0025205	pilot_major_cell_family	vascular_unspecified	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	992	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_Shoot|Unknown|	Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	shoot		cell_type_original	Unknown					unknown	excluded_unknown	2399	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Glycine max_GSE234864_TrifoliateLeaf|Bundle sheath cell|leaf	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	leaf	cell_type_original	Bundle sheath cell	PO:0025541	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	1426	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_TrifoliateLeaf|Companion cell|vascular	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	vascular	cell_type_original	Companion cell	PO:0000071	pilot_major_cell_family	phloem_lineage	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	611	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_TrifoliateLeaf|Hydathode|	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf		cell_type_original	Hydathode	PO:0005660				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	197	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_TrifoliateLeaf|Leaf guard cell|leaf	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	leaf	cell_type_original	Leaf guard cell	PO:0025237	pilot_major_cell_family	epidermal_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	191	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_TrifoliateLeaf|Leaf lamina epidermis|leaf	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	leaf	cell_type_original	Leaf lamina epidermis	PO:0000047	pilot_major_cell_family	epidermal_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	2095	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_TrifoliateLeaf|Leaf senescing cell|	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf		cell_type_original	Leaf senescing cell					unmapped	pending_manual_curation; exact_synonym	1835	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Glycine max_GSE234864_TrifoliateLeaf|Leaf vascular system|leaf	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	leaf	cell_type_original	Leaf vascular system	PO:0000036	pilot_major_cell_family	vascular_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	721	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Glycine max_GSE234864_TrifoliateLeaf|Leaf vascular system|vascular	Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	vascular	cell_type_original	Leaf vascular system	PO:0000036	pilot_major_cell_family	vascular_unspecified	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	721	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
