record_id	dataset_id	accession	species	tissue	panel	source_label_field	source_label	ontology_id	governed_level	governed_label	parent_label	mapping_status	mapping_reason	cells_n	source_authority	source_path	source_hash	coverage_scope	gap_flags
Arabidopsis thaliana_PRJNA605594|Leaf lamina epidermis|	Arabidopsis thaliana_PRJNA605594	PRJNA605594	Arabidopsis thaliana			cell_type_original	Leaf lamina epidermis	PO:0000047				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	3603	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA605594.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	7886cc894700ce70b4b6177445aca02d1854266a9c83e982cd69ecbdc9f3531d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA605594|Leaf preprocambium|	Arabidopsis thaliana_PRJNA605594	PRJNA605594	Arabidopsis thaliana			cell_type_original	Leaf preprocambium					unmapped	pending_manual_curation; exact_synonym	1510	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA605594.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	7886cc894700ce70b4b6177445aca02d1854266a9c83e982cd69ecbdc9f3531d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA605594|Mesophyll cell|	Arabidopsis thaliana_PRJNA605594	PRJNA605594	Arabidopsis thaliana			cell_type_original	Mesophyll cell	PO:0004006				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	22967	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA605594.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	7886cc894700ce70b4b6177445aca02d1854266a9c83e982cd69ecbdc9f3531d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA605594|Phloem parenchyma cell|	Arabidopsis thaliana_PRJNA605594	PRJNA605594	Arabidopsis thaliana			cell_type_original	Phloem parenchyma cell	PO:0025627				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	3908	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA605594.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	7886cc894700ce70b4b6177445aca02d1854266a9c83e982cd69ecbdc9f3531d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA605594|Unknown|	Arabidopsis thaliana_PRJNA605594	PRJNA605594	Arabidopsis thaliana			cell_type_original	Unknown					unknown	excluded_unknown	17091	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA605594.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	7886cc894700ce70b4b6177445aca02d1854266a9c83e982cd69ecbdc9f3531d;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Arabidopsis thaliana_PRJNA613684|Bundle sheath cell|leaf	Arabidopsis thaliana_PRJNA613684	PRJNA613684	Arabidopsis thaliana		leaf	cell_type_original	Bundle sheath cell	PO:0025541	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	1480	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA613684.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	8419d59c91135eaf06586e202062ebce425aa6319f31a73cf1759b228494305c;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA613684|Companion cell|vascular	Arabidopsis thaliana_PRJNA613684	PRJNA613684	Arabidopsis thaliana		vascular	cell_type_original	Companion cell	PO:0000071	pilot_major_cell_family	phloem_lineage	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	629	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA613684.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	8419d59c91135eaf06586e202062ebce425aa6319f31a73cf1759b228494305c;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA613684|Leaf lamina epidermis|leaf	Arabidopsis thaliana_PRJNA613684	PRJNA613684	Arabidopsis thaliana		leaf	cell_type_original	Leaf lamina epidermis	PO:0000047	pilot_major_cell_family	epidermal_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	1746	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA613684.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	8419d59c91135eaf06586e202062ebce425aa6319f31a73cf1759b228494305c;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA613684|Mesophyll cell|leaf	Arabidopsis thaliana_PRJNA613684	PRJNA613684	Arabidopsis thaliana		leaf	cell_type_original	Mesophyll cell	PO:0004006	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	7653	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA613684.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	8419d59c91135eaf06586e202062ebce425aa6319f31a73cf1759b228494305c;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA613684|Unknown|	Arabidopsis thaliana_PRJNA613684	PRJNA613684	Arabidopsis thaliana			cell_type_original	Unknown					unknown	excluded_unknown	4816	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA613684.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8419d59c91135eaf06586e202062ebce425aa6319f31a73cf1759b228494305c;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Arabidopsis thaliana_PRJNA640389|Columella root cap cell|root	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana		root	cell_type_original	Columella root cap cell	PO:0020132	pilot_major_cell_family	root_cap	root	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	8535	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA640389|Cortex|	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana			cell_type_original	Cortex	PO:0005708				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	11073	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA640389|Lateral root cap|	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana			cell_type_original	Lateral root cap	PO:0020131				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	18396	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA640389|Metaphloem & Companion cell|	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana			cell_type_original	Metaphloem & Companion cell					unmapped	pending_manual_curation; exact_synonym	3224	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJNA640389|Metaxylem|vascular	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana		vascular	cell_type_original	Metaxylem	PO:0000372	pilot_major_cell_family	xylem_lineage	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	1643	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA640389|Non-hair root epidermal cell|root	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana		root	cell_type_original	Non-hair root epidermal cell	PO:0000263	pilot_major_cell_family	epidermal_system	root	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	13380	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_PRJNA640389|Phloem pole pericycle cell|	Arabidopsis thaliana_PRJNA640389	PRJNA640389	Arabidopsis thaliana			cell_type_original	Phloem pole pericycle cell	PO:0000065				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	4634	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJNA640389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	07f9999c49eb8fc6c71afa11ef72fd3d3329134a8774c8e82956f637589d7eb0;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
